crime_id,date,time,xcoord,ycoord,hour,day
902419029,04/09/2022,23:30:00,506462,185861,23,Sun
902415506,13/07/2022,20:00:00,506529,179236,20,Wed
902417264,08/07/2022,19:20:00,506544,179349,19,Fri
902422353,26/10/2022,19:30:00,506544,179349,19,Wed
902410074,09/07/2022,22:00:00,506566,179821,22,Sat
902416709,02/09/2022,23:56:00,506572,179030,23,Fri
902423895,19/11/2022,15:00:00,506670,182120,15,Sat
903401070,10/01/2023,06:55:00,506685,180959,6,Tue
903403474,28/02/2023,10:11:00,506714,179309,10,Tue
902415898,01/09/2022,23:34:00,506788,178990,23,Thu
903407794,03/03/2023,00:34:00,506903,182060,0,Fri
902421492,18/10/2022,07:16:00,506903,182060,7,Tue
902426423,23/10/2022,23:00:00,506905,182988,23,Sun
903400862,03/02/2023,13:57:00,506975,180271,13,Fri
903401056,21/03/2023,23:30:00,506991,185749,23,Tue
902419357,14/08/2022,16:00:00,507041,181918,16,Sun
902422126,28/11/2022,15:54:00,507051,181110,15,Mon
902425743,26/10/2022,11:00:00,507083,187362,11,Wed
903407256,01/02/2023,00:01:00,507122,179532,0,Wed
902419975,23/07/2022,20:00:00,507190,183915,20,Sat
903406086,24/03/2023,11:45:00,507282,178745,11,Fri
902416344,06/07/2022,16:00:00,507305,185397,16,Wed
902428401,27/09/2022,07:00:00,507327,179578,7,Tue
903408611,16/01/2023,08:15:00,507393,178973,8,Mon
903408354,25/02/2023,20:00:00,507523,184857,20,Sat
903409085,13/03/2023,22:45:00,507523,184857,22,Mon
902427822,12/10/2022,10:10:00,507639,183604,10,Wed
903404123,09/02/2023,22:00:00,507667,184684,22,Thu
902419986,06/08/2022,20:44:00,507699,184426,20,Sat
903401627,31/03/2023,22:15:00,507736,182461,22,Fri
902414417,26/07/2022,12:00:00,507742,178632,12,Tue
903409964,27/02/2023,21:00:00,507742,178632,21,Mon
902414275,18/07/2022,21:00:00,507764,182375,21,Mon
902425740,19/09/2022,21:17:00,508011,186226,21,Mon
902427765,17/11/2022,16:15:00,508045,186473,16,Thu
902428167,15/12/2022,18:40:00,508048,183519,18,Thu
902413027,10/08/2022,11:30:00,508061,180516,11,Wed
503409117,27/03/2023,13:00:00,508126,172940,13,Mon
902426475,22/11/2022,19:30:00,508146,179031,19,Tue
902422314,03/11/2022,04:30:00,508196,185815,4,Thu
902424090,24/09/2022,21:15:00,508207,185782,21,Sat
902410079,04/09/2022,01:00:00,508241,179013,1,Sun
902424021,29/09/2022,00:01:00,508244,183995,0,Thu
902410774,11/07/2022,10:20:00,508279,181454,10,Mon
902419076,04/08/2022,13:00:00,508279,181454,13,Thu
903403012,27/01/2023,16:00:00,508346,182206,16,Fri
902424882,17/10/2022,20:00:00,508364,186791,20,Mon
903409353,13/02/2023,16:30:00,508431,181457,16,Mon
902414204,01/07/2022,00:01:00,508444,179536,0,Fri
902415256,01/08/2022,18:30:00,508540,178619,18,Mon
903403395,15/03/2023,11:30:00,508600,181262,11,Wed
902424847,13/12/2022,22:30:00,508623,177520,22,Tue
902427056,24/11/2022,20:30:00,508642,181537,20,Thu
62429449,19/11/2022,04:00:00,508663,181858,4,Sat
902425243,25/10/2022,16:30:00,508665,189183,16,Tue
902428196,07/12/2022,02:30:00,508675,177657,2,Wed
903409174,27/02/2023,19:45:00,508679,178852,19,Mon
903400496,27/03/2023,15:29:00,508703,181752,15,Mon
902428691,07/10/2022,23:45:00,508723,188283,23,Fri
902422777,16/12/2022,23:40:00,508728,177933,23,Fri
902423084,11/11/2022,02:05:00,508803,186829,2,Fri
902425640,18/09/2022,00:01:00,508807,177458,0,Sun
902412145,18/07/2022,23:00:00,508866,176957,23,Mon
522434614,19/12/2022,00:01:00,508867,176958,0,Mon
503404616,17/03/2023,20:10:00,508889,173237,20,Fri
902428942,14/10/2022,17:37:00,508933,178562,17,Fri
902422186,05/12/2022,19:20:00,508935,179347,19,Mon
903405740,07/01/2023,17:15:00,508958,181062,17,Sat
903402824,07/02/2023,16:00:00,509002,180718,16,Tue
502427468,26/12/2022,18:30:00,509048,173864,18,Mon
902410779,08/09/2022,21:00:00,509082,179262,21,Thu
503400295,15/03/2023,02:00:00,509134,172637,2,Wed
503401046,20/03/2023,15:49:00,509153,174624,15,Mon
902424220,15/09/2022,21:00:00,509159,179210,21,Thu
502428378,28/12/2022,04:13:00,509235,173922,4,Wed
902421958,28/12/2022,18:15:00,509236,191441,18,Wed
902426792,20/10/2022,13:30:00,509247,187389,13,Thu
503403827,31/03/2023,02:30:00,509252,173167,2,Fri
502424435,13/11/2022,07:00:00,509262,173878,7,Sun
902420843,26/10/2022,12:30:00,509267,187358,12,Wed
902418497,19/08/2022,22:50:00,509281,181250,22,Fri
902413547,13/08/2022,23:30:00,509319,182209,23,Sat
903403361,22/01/2023,02:30:00,509339,179393,2,Sun
502422517,02/12/2022,16:45:00,509341,173821,16,Fri
502428671,01/10/2022,21:58:00,509347,174883,21,Sat
502413286,31/07/2022,15:00:00,509356,173967,15,Sun
903403470,10/01/2023,14:51:00,509358,187261,14,Tue
502413907,03/08/2022,19:10:00,509361,173184,19,Wed
903400395,14/03/2023,20:15:00,509397,181366,20,Tue
502413694,07/07/2022,08:00:00,509399,174045,8,Thu
902413357,10/08/2022,05:27:00,509413,179175,5,Wed
903409692,07/02/2023,16:05:00,509420,187160,16,Tue
903400461,22/01/2023,02:00:00,509433,181572,2,Sun
902413258,26/08/2022,22:05:00,509455,179072,22,Fri
903408293,18/02/2023,18:14:00,509458,187129,18,Sat
503401205,03/03/2023,21:00:00,509494,172562,21,Fri
902417468,28/08/2022,12:45:00,509497,187029,12,Sun
902422797,20/12/2022,18:55:00,509505,191520,18,Tue
902412997,17/08/2022,13:00:00,509506,179183,13,Wed
903400616,17/03/2023,20:50:00,509515,179176,20,Fri
902413507,09/08/2022,05:30:00,509544,181791,5,Tue
503400630,21/12/2022,09:00:00,509589,172237,9,Wed
902426625,16/11/2022,14:30:00,509604,180217,14,Wed
902421007,07/12/2022,22:00:00,509613,181552,22,Wed
503403152,02/02/2023,01:30:00,509621,175274,1,Thu
903401874,28/02/2023,16:16:00,509628,186605,16,Tue
502417868,24/08/2022,11:30:00,509630,173505,11,Wed
903404481,20/01/2023,15:25:00,509634,181613,15,Fri
502429933,21/10/2022,15:43:00,509665,172599,15,Fri
902424927,11/12/2022,20:15:00,509666,177116,20,Sun
903404104,19/02/2023,20:45:00,509669,180172,20,Sun
902426254,07/11/2022,22:50:00,509708,180818,22,Mon
902425117,09/12/2022,07:30:00,509722,181583,7,Fri
902424252,13/10/2022,07:50:00,509735,177207,7,Thu
903400926,18/03/2023,00:01:00,509739,179457,0,Sat
903407974,01/03/2023,03:00:00,509739,179457,3,Wed
902411458,27/08/2022,05:00:00,509739,179457,5,Sat
903402380,11/01/2023,19:22:00,509739,179457,19,Wed
902414196,06/08/2022,20:00:00,509739,179457,20,Sat
902414478,29/08/2022,18:15:00,509742,179470,18,Mon
902414604,01/07/2022,16:20:00,509773,179628,16,Fri
902410186,05/08/2022,14:25:00,509798,179790,14,Fri
902426717,09/12/2022,18:20:00,509798,179790,18,Fri
903402105,02/03/2023,00:01:00,509802,178577,0,Thu
502423356,25/11/2022,14:40:00,509827,172333,14,Fri
502425307,04/12/2022,18:35:00,509827,172333,18,Sun
902415377,17/08/2022,13:40:00,509836,177008,13,Wed
502428800,10/09/2022,12:41:00,509837,172530,12,Sat
902426337,10/12/2022,13:25:00,509838,189894,13,Sat
902410336,30/07/2022,12:50:00,509840,179759,12,Sat
903400471,22/01/2023,15:47:00,509863,179841,15,Sun
62422792,02/09/2022,12:00:00,509891,178870,12,Fri
902425587,18/12/2022,20:22:00,509897,180025,20,Sun
902424407,07/12/2022,21:00:00,509910,179656,21,Wed
903406756,16/03/2023,18:00:00,509935,179890,18,Thu
503405660,08/01/2023,21:00:00,509945,173694,21,Sun
902426282,19/10/2022,00:49:00,509952,179961,0,Wed
902410406,27/07/2022,01:30:00,509992,180018,1,Wed
902428078,27/11/2022,12:00:00,510010,179973,12,Sun
902424812,11/10/2022,08:20:00,510012,185794,8,Tue
902427412,10/10/2022,14:25:00,510012,182424,14,Mon
903404110,02/01/2023,19:15:00,510022,179992,19,Mon
502428641,27/09/2022,22:55:00,510027,171674,22,Tue
903409032,30/01/2023,13:50:00,510044,190496,13,Mon
903402843,12/02/2023,18:47:00,510065,181381,18,Sun
903400976,02/02/2023,14:00:00,510074,189240,14,Thu
902426384,11/11/2022,09:00:00,510080,181373,9,Fri
902426687,19/12/2022,12:00:00,510093,181363,12,Mon
902410407,09/08/2022,03:25:00,510116,187194,3,Tue
902421158,27/12/2022,19:32:00,510118,190227,19,Tue
902412926,24/07/2022,09:00:00,510122,181342,9,Sun
902416725,16/07/2022,23:00:00,510127,187158,23,Sat
902423437,09/12/2022,08:20:00,510135,187145,8,Fri
902429753,27/10/2022,15:35:00,510135,187145,15,Thu
503404055,09/03/2023,19:51:00,510144,173725,19,Thu
903409704,20/02/2023,16:45:00,510172,180237,16,Mon
902413964,09/07/2022,10:20:00,510177,181316,10,Sat
522427446,01/10/2022,21:30:00,510223,172374,21,Sat
903401580,11/01/2023,22:50:00,510238,181279,22,Wed
902413148,25/08/2022,11:05:00,510241,180370,11,Thu
503402886,26/03/2023,18:00:00,510242,176950,18,Sun
903407022,28/01/2023,17:50:00,510248,187987,17,Sat
902410994,13/07/2022,14:50:00,510251,178781,14,Wed
903405403,08/02/2023,13:00:00,510257,186923,13,Wed
903406625,06/03/2023,15:30:00,510257,190220,15,Mon
902426518,22/12/2022,18:30:00,510258,190125,18,Thu
902423426,26/11/2022,17:00:00,510260,190197,17,Sat
502425817,06/12/2022,15:45:00,510263,172608,15,Tue
903404090,11/01/2023,16:00:00,510271,190337,16,Wed
902421877,17/12/2022,19:00:00,510271,190337,19,Sat
903406850,08/01/2023,22:52:00,510271,190337,22,Sun
902426474,09/11/2022,16:32:00,510274,180829,16,Wed
502419807,31/07/2022,05:30:00,510357,172802,5,Sun
502418248,21/08/2022,07:08:00,510362,176770,7,Sun
902429333,25/10/2022,00:59:00,510399,188490,0,Tue
502426820,12/09/2022,23:00:00,510406,172739,23,Mon
502428136,25/11/2022,19:27:00,510497,176763,19,Fri
503403063,15/02/2023,11:50:00,510518,172958,11,Wed
902424063,22/10/2022,00:10:00,510525,188527,0,Sat
502414428,18/08/2022,20:50:00,510559,173078,20,Thu
503403513,09/02/2023,19:40:00,510562,173923,19,Thu
502428062,11/10/2022,23:25:00,510572,173147,23,Tue
903407160,07/01/2023,11:30:00,510576,180101,11,Sat
502427932,01/08/2022,13:00:00,510597,173175,13,Mon
503402716,10/03/2023,16:30:00,510618,173219,16,Fri
502422622,07/10/2022,07:40:00,510626,174270,7,Fri
502422821,24/09/2022,21:00:00,510631,174154,21,Sat
503404114,14/02/2023,00:01:00,510636,173388,0,Tue
502414068,21/08/2022,03:00:00,510652,175778,3,Sun
703407803,21/03/2023,19:49:00,510662,173174,19,Tue
903409070,07/01/2023,03:00:00,510665,181028,3,Sat
902420627,09/12/2022,15:20:00,510699,180237,15,Fri
902414457,13/08/2022,04:30:00,510719,182267,4,Sat
903405330,05/01/2023,18:00:00,510719,180955,18,Thu
502425176,30/11/2022,21:15:00,510722,178856,21,Wed
503413924,26/01/2023,13:00:00,510734,177722,13,Thu
502418327,05/08/2022,12:46:00,510736,174114,12,Fri
902420853,26/10/2022,19:15:00,510740,180963,19,Wed
903401385,14/03/2023,11:05:00,510749,188251,11,Tue
902425942,14/10/2022,21:45:00,510752,181095,21,Fri
502415964,03/07/2022,06:17:00,510759,173534,6,Sun
503403551,20/01/2023,20:00:00,510776,172458,20,Fri
22412141,23/07/2022,00:01:00,510803,190366,0,Sat
502424816,23/11/2022,22:45:00,510806,173169,22,Wed
903400642,30/01/2023,19:50:00,510843,182132,19,Mon
502426150,15/09/2022,18:36:00,510846,172826,18,Thu
902429823,23/10/2022,15:10:00,510856,188512,15,Sun
503407264,27/02/2023,19:15:00,510857,178971,19,Mon
902428594,12/11/2022,22:35:00,510868,187772,22,Sat
502422471,29/09/2022,00:01:00,510886,178961,0,Thu
22412418,14/12/2022,06:25:00,510988,190821,6,Wed
502429948,23/12/2022,21:33:00,510999,176486,21,Fri
502429260,16/09/2022,16:00:00,511004,174051,16,Fri
502414807,03/08/2022,19:40:00,511004,174051,19,Wed
903401523,09/02/2023,08:30:00,511027,187930,8,Thu
902415628,23/08/2022,18:00:00,511027,187916,18,Tue
502410677,11/08/2022,11:34:00,511081,175822,11,Thu
902423385,23/11/2022,14:30:00,511083,182256,14,Wed
23402471,03/02/2023,20:31:00,511111,190053,20,Fri
902411257,14/08/2022,17:22:00,511113,182205,17,Sun
902416114,30/06/2022,15:00:00,511114,181594,15,Thu
902419527,11/08/2022,18:00:00,511118,185385,18,Thu
502422210,10/09/2022,21:00:00,511118,172654,21,Sat
502422370,17/09/2022,11:20:00,511147,172943,11,Sat
903406811,16/01/2023,09:30:00,511149,187657,9,Mon
903408762,03/02/2023,18:47:00,511149,187657,18,Fri
903409522,29/01/2023,22:45:00,511157,181033,22,Sun
902428068,28/11/2022,09:55:00,511160,182493,9,Mon
903406595,15/03/2023,14:00:00,511171,182201,14,Wed
502415006,21/07/2022,21:18:00,511171,178847,21,Thu
902415935,18/07/2022,18:00:00,511190,181608,18,Mon
522413149,19/07/2022,11:00:00,511212,185499,11,Tue
903400074,27/02/2023,17:00:00,511219,185516,17,Mon
502422074,29/10/2022,02:45:00,511228,176468,2,Sat
523405290,10/01/2023,14:00:00,511235,179365,14,Tue
902420628,23/12/2022,17:40:00,511235,187768,17,Fri
22418203,13/09/2022,07:00:00,511239,189902,7,Tue
902421910,16/09/2022,15:15:00,511277,182038,15,Fri
903400674,28/02/2023,15:20:00,511279,185462,15,Tue
522413897,06/07/2022,21:00:00,511282,182854,21,Wed
502420946,28/10/2022,17:00:00,511287,176445,17,Fri
23409132,14/02/2023,07:20:00,511289,190023,7,Tue
503405620,04/01/2023,15:40:00,511332,176238,15,Wed
902410394,12/07/2022,20:45:00,511340,181879,20,Tue
903406316,17/03/2023,20:45:00,511356,181007,20,Fri
902419085,22/07/2022,19:30:00,511373,181797,19,Fri
523405260,07/01/2023,19:40:00,511428,178845,19,Sat
522429364,12/09/2022,17:00:00,511457,179406,17,Mon
502414339,01/09/2022,00:40:00,511460,177622,0,Thu
523408302,22/01/2023,02:00:00,511460,179364,2,Sun
902422528,23/12/2022,17:34:00,511463,188067,17,Fri
522420244,11/09/2022,00:42:00,511471,183058,0,Sun
502419317,04/08/2022,08:35:00,511478,177386,8,Thu
903406281,24/01/2023,13:12:00,511507,180606,13,Tue
503405335,07/03/2023,11:30:00,511508,173987,11,Tue
502410977,12/08/2022,15:35:00,511509,176325,15,Fri
503409634,22/02/2023,11:00:00,511510,173011,11,Wed
523409044,15/02/2023,03:30:00,511518,182799,3,Wed
523407202,22/01/2023,12:00:00,511528,183148,12,Sun
502427995,21/11/2022,11:00:00,511538,173247,11,Mon
912420443,31/08/2022,14:45:00,511539,190206,14,Wed
522439821,18/11/2022,17:25:00,511566,179133,17,Fri
522416559,22/07/2022,13:10:00,511568,178911,13,Fri
903406354,25/02/2023,19:45:00,511575,182329,19,Sat
502425087,14/12/2022,18:15:00,511602,177492,18,Wed
902428705,14/11/2022,11:30:00,511606,182350,11,Mon
502420391,03/10/2022,18:45:00,511617,171930,18,Mon
503405930,05/01/2023,23:48:00,511656,175999,23,Thu
502410396,02/08/2022,04:15:00,511684,176260,4,Tue
702411810,04/10/2022,18:20:00,511707,176192,18,Tue
503403383,17/02/2023,21:14:00,511731,171354,21,Fri
902417216,26/07/2022,20:47:00,511733,180517,20,Tue
502414148,20/08/2022,21:40:00,511759,176340,21,Sat
523408627,11/03/2023,20:30:00,511764,183258,20,Sat
523401630,04/01/2023,13:45:00,511790,182971,13,Wed
523402717,12/03/2023,15:47:00,511790,182971,15,Sun
523402265,25/02/2023,18:45:00,511790,182971,18,Sat
522425054,11/09/2022,00:01:00,511799,183297,0,Sun
903404174,27/02/2023,22:15:00,511802,185968,22,Mon
503408344,24/02/2023,18:30:00,511806,178468,18,Fri
23407270,15/01/2023,15:00:00,511808,189819,15,Sun
522439624,20/12/2022,07:00:00,511825,183434,7,Tue
503406073,16/02/2023,18:18:00,511831,176501,18,Thu
503405762,03/02/2023,14:22:00,511849,172557,14,Fri
503401934,23/02/2023,18:55:00,511864,171628,18,Thu
502426427,07/12/2022,13:30:00,511880,171955,13,Wed
522430693,13/12/2022,22:40:00,511897,179452,22,Tue
902428311,28/09/2022,10:55:00,511943,181668,10,Wed
502425632,08/10/2022,17:07:00,511965,175895,17,Sat
502429205,09/11/2022,21:45:00,511965,175895,21,Wed
502429900,10/09/2022,18:00:00,511970,171503,18,Sat
523409028,22/03/2023,17:34:00,511979,179191,17,Wed
522436633,08/12/2022,13:00:00,511980,179455,13,Thu
503403545,08/03/2023,20:23:00,511988,172842,20,Wed
523401607,11/03/2023,07:41:00,511991,179156,7,Sat
503401292,06/02/2023,13:30:00,511995,174989,13,Mon
522420439,31/10/2022,04:00:00,512007,178591,4,Mon
502424641,27/09/2022,18:55:00,512015,171417,18,Tue
903404427,31/03/2023,11:15:00,512044,181925,11,Fri
22418626,07/11/2022,19:00:00,512048,188777,19,Mon
523404790,07/01/2023,00:30:00,512050,182550,0,Sat
522417139,04/07/2022,12:00:00,512074,179876,12,Mon
523400348,24/03/2023,20:00:00,512077,180515,20,Fri
503401996,28/03/2023,00:55:00,512098,173005,0,Tue
902410404,01/07/2022,09:45:00,512100,185358,9,Fri
503408756,22/03/2023,20:54:00,512105,175120,20,Wed
503408483,17/02/2023,22:45:00,512108,173003,22,Fri
522423752,22/08/2022,03:40:00,512109,179288,3,Mon
522423379,31/10/2022,18:30:00,512109,178844,18,Mon
522428730,30/07/2022,22:00:00,512109,178844,22,Sat
502422233,14/10/2022,15:15:00,512111,171855,15,Fri
22416922,29/08/2022,22:50:00,512112,189578,22,Mon
502411478,24/08/2022,16:50:00,512115,172552,16,Wed
502426205,09/11/2022,22:15:00,512115,172552,22,Wed
522434913,06/12/2022,15:15:00,512117,180619,15,Tue
23405940,10/01/2023,15:45:00,512143,189867,15,Tue
22415632,30/08/2022,22:29:00,512150,187776,22,Tue
522434620,08/11/2022,15:45:00,512160,183428,15,Tue
523404763,07/02/2023,16:10:00,512160,184045,16,Tue
22418811,06/08/2022,19:50:00,512183,187887,19,Sat
522418678,12/07/2022,16:00:00,512195,179302,16,Tue
502424228,20/12/2022,12:29:00,512202,173674,12,Tue
902412326,29/07/2022,11:59:00,512205,181693,11,Fri
903400801,14/01/2023,14:00:00,512205,181693,14,Sat
503401953,15/02/2023,05:10:00,512215,176140,5,Wed
502427338,17/12/2022,19:30:00,512215,176140,19,Sat
522421712,18/08/2022,00:59:00,512217,180943,0,Thu
903402653,13/02/2023,20:00:00,512223,182686,20,Mon
912422901,01/08/2022,00:01:00,512229,179944,0,Mon
522416097,03/07/2022,17:30:00,512230,180519,17,Sun
503405873,17/02/2023,12:50:00,512234,172478,12,Fri
522429870,03/08/2022,23:00:00,512238,178806,23,Wed
522428509,27/10/2022,21:00:00,512242,179308,21,Thu
522425888,21/10/2022,15:00:00,512244,182875,15,Fri
503400786,26/03/2023,17:30:00,512254,174909,17,Sun
503408920,04/01/2023,22:21:00,512257,176064,22,Wed
22415524,06/10/2022,12:10:00,512265,189784,12,Thu
522430902,25/11/2022,15:40:00,512265,180595,15,Fri
502428950,13/09/2022,09:00:00,512270,172853,9,Tue
502426650,12/09/2022,10:00:00,512270,172853,10,Mon
522429367,13/10/2022,01:00:00,512285,180330,1,Thu
523408691,21/01/2023,12:26:00,512288,180015,12,Sat
523403145,23/02/2023,18:20:00,512289,184218,18,Thu
522436771,23/11/2022,18:00:00,512289,184218,18,Wed
523403025,22/02/2023,04:15:00,512292,179245,4,Wed
523406671,20/01/2023,02:39:00,512296,178735,2,Fri
523402840,05/01/2023,13:00:00,512301,180500,13,Thu
523403762,28/01/2023,15:30:00,512301,180500,15,Sat
522421621,08/08/2022,20:20:00,512304,179119,20,Mon
903404186,26/03/2023,13:20:00,512306,185911,13,Sun
522420211,07/08/2022,01:20:00,512308,179968,1,Sun
502419054,02/07/2022,03:22:00,512316,176484,3,Sat
502421900,10/09/2022,14:45:00,512318,171284,14,Sat
523402163,07/02/2023,08:11:00,512348,180488,8,Tue
523402325,21/02/2023,09:00:00,512352,182470,9,Tue
523400885,28/02/2023,20:23:00,512355,184470,20,Tue
522436700,06/11/2022,19:30:00,512358,179324,19,Sun
423401771,21/01/2023,00:30:00,512361,180340,0,Sat
902414895,26/07/2022,00:01:00,512363,179997,0,Tue
503401905,04/03/2023,15:59:00,512364,177376,15,Sat
502417669,04/09/2022,23:40:00,512369,175875,23,Sun
502426020,11/09/2022,18:20:00,512378,171825,18,Sun
23403604,16/03/2023,17:45:00,512381,185830,17,Thu
522433333,08/12/2022,21:19:00,512398,179409,21,Thu
523409674,18/02/2023,00:50:00,512403,179367,0,Sat
522422606,28/09/2022,11:40:00,512407,179159,11,Wed
522429995,27/09/2022,01:20:00,512419,179507,1,Tue
522428752,18/08/2022,12:00:00,512419,179507,12,Thu
502425304,29/10/2022,04:00:00,512425,175185,4,Sat
702419260,18/10/2022,18:00:00,512434,171199,18,Tue
522439764,24/12/2022,12:00:00,512448,179802,12,Sat
522421820,29/07/2022,16:00:00,512457,180741,16,Fri
523402750,07/01/2023,03:00:00,512458,180446,3,Sat
523406867,17/03/2023,16:43:00,512462,183864,16,Fri
502420215,10/11/2022,21:20:00,512466,174746,21,Thu
523408025,20/02/2023,00:01:00,512488,180743,0,Mon
523409460,05/01/2023,23:15:00,512495,180362,23,Thu
522422097,17/10/2022,08:20:00,512498,180223,8,Mon
502412386,01/08/2022,01:01:00,512501,176125,1,Mon
702417760,19/10/2022,19:10:00,512507,170569,19,Wed
522426645,21/09/2022,13:45:00,512520,183910,13,Wed
522412588,15/07/2022,15:00:00,512520,183910,15,Fri
23407253,08/03/2023,17:45:00,512520,186647,17,Wed
502419998,27/08/2022,23:25:00,512529,176929,23,Sat
502422088,28/12/2022,23:45:00,512542,175127,23,Wed
522426394,15/09/2022,13:45:00,512548,180998,13,Thu
522424341,09/08/2022,15:30:00,512548,180998,15,Tue
522421307,08/10/2022,17:00:00,512548,180422,17,Sat
522423184,10/09/2022,13:30:00,512550,181150,13,Sat
523401545,21/02/2023,19:30:00,512557,180613,19,Tue
522412129,18/07/2022,01:00:00,512563,178967,1,Mon
522426652,22/08/2022,01:15:00,512574,179662,1,Mon
502411876,29/07/2022,18:30:00,512576,177667,18,Fri
522433444,21/12/2022,21:50:00,512580,180994,21,Wed
522439630,09/11/2022,15:00:00,512588,182671,15,Wed
502421838,16/12/2022,18:45:00,512595,175609,18,Fri
23404653,09/03/2023,20:12:00,512597,180501,20,Thu
503409275,12/03/2023,22:15:00,512597,175284,22,Sun
523406307,11/03/2023,04:00:00,512613,182944,4,Sat
522433451,20/11/2022,10:00:00,512616,179917,10,Sun
523405672,28/01/2023,15:55:00,512616,179917,15,Sat
523402720,03/01/2023,22:40:00,512620,179553,22,Tue
522419298,15/07/2022,15:30:00,512621,182669,15,Fri
522427209,28/10/2022,10:20:00,512622,180392,10,Fri
522422562,22/08/2022,23:00:00,512626,182751,23,Mon
522410779,24/07/2022,18:00:00,512654,180967,18,Sun
522430361,20/11/2022,20:06:00,512657,180426,20,Sun
522428555,22/09/2022,12:45:00,512659,180393,12,Thu
523409964,17/12/2022,15:50:00,512662,179410,15,Sat
23402404,18/03/2023,15:30:00,512664,180393,15,Sat
522426378,25/10/2022,06:30:00,512665,179829,6,Tue
522412629,18/07/2022,08:30:00,512681,179911,8,Mon
523407687,19/03/2023,15:03:00,512681,179657,15,Sun
523404361,18/01/2023,15:28:00,512687,182496,15,Wed
522428732,17/08/2022,21:54:00,512687,179591,21,Wed
522414179,24/07/2022,00:01:00,512694,180127,0,Sun
522439763,13/12/2022,00:01:00,512702,179698,0,Tue
523404641,23/12/2022,17:00:00,512716,179087,17,Fri
522426527,10/10/2022,15:30:00,512726,179206,15,Mon
503400702,27/01/2023,21:20:00,512731,175340,21,Fri
523406402,23/01/2023,00:13:00,512734,180370,0,Mon
522426330,30/07/2022,12:00:00,512734,180386,12,Sat
522432913,07/12/2022,17:45:00,512747,178908,17,Wed
503400560,09/01/2023,04:30:00,512756,173653,4,Mon
523403409,30/03/2023,00:05:00,512757,180158,0,Thu
