INCIDENT_KEY,OCCUR_DATE,OCCUR_TIME,BORO,LOC_OF_OCCUR_DESC,PRECINCT,JURISDICTION_CODE,LOC_CLASSFCTN_DESC,LOCATION_DESC,STATISTICAL_MURDER_FLAG,PERP_AGE_GROUP,PERP_SEX,PERP_RACE,VIC_AGE_GROUP,VIC_SEX,VIC_RACE,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,New Georeferenced Column
285938066,04/25/2024,15:38:00,BRONX,OUTSIDE,47,0,STREET,(null),N,25-44,M,WHITE HISPANIC,25-44,M,BLACK,1021915,260571,40.881802,-73.863791,POINT (-73.863791 40.881802)
291593080,08/12/2024,22:13:00,QUEENS,OUTSIDE,101,0,STREET,(null),N,(null),(null),(null),45-64,M,BLACK,1048983,157280,40.598139,-73.766898,POINT (-73.766898 40.598139)
291166205,08/04/2024,22:15:00,BRONX,OUTSIDE,40,0,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),18-24,M,BLACK HISPANIC,1005945,235372,40.812693,-73.921623,POINT (-73.921623 40.812693)
290629775,07/25/2024,6:05:00,BRONX,OUTSIDE,52,0,DWELLING,MULTI DWELL - APT BUILD,N,25-44,M,BLACK,25-44,M,BLACK,1014341,253496,40.862413,-73.891213,POINT (-73.891213 40.862413)
287921892,06/04/2024,0:14:00,BROOKLYN,OUTSIDE,67,0,STREET,(null),N,25-44,M,BLACK,25-44,M,BLACK,997843,175671,,,
294044272,09/29/2024,2:06:00,QUEENS,OUTSIDE,103,0,STREET,(null),N,18-24,M,WHITE HISPANIC,18-24,M,WHITE HISPANIC,1036042,194327,40.699909,-73.813211,POINT (-73.813211 40.699909)
290139296,07/16/2024,0:18:00,BRONX,OUTSIDE,44,0,PLAYGROUND,(null),N,(null),(null),(null),<18,M,BLACK,1006064,241543,40.829628,-73.921176,POINT (-73.921176 40.829628)
290471571,07/22/2024,20:34:00,BRONX,OUTSIDE,43,0,PLAYGROUND,(null),N,25-44,M,BLACK,25-44,M,WHITE HISPANIC,1024618,242283,40.831594,-73.854127,POINT (-73.854127 40.831594)
285137849,04/10/2024,15:00:00,BRONX,OUTSIDE,44,0,STREET,(null),N,18-24,M,BLACK HISPANIC,25-44,M,BLACK HISPANIC,1004826,240324,40.826285,-73.925653,POINT (-73.925653 40.826285)
280894363,01/21/2024,2:30:00,MANHATTAN,OUTSIDE,34,0,STREET,(null),N,(null),(null),(null),25-44,M,WHITE HISPANIC,1005201,253699,40.862996,-73.924253,POINT (-73.924253 40.862996)
287123515,05/17/2024,21:33:00,MANHATTAN,OUTSIDE,20,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),25-44,M,BLACK,988187,220870,40.772915,-73.985785,POINT (-73.985785 40.772915)
294512833,10/07/2024,20:56:00,MANHATTAN,OUTSIDE,23,0,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),18-24,M,BLACK HISPANIC,999464,226504,40.788366,-73.945058,POINT (-73.945058 40.788366)
298079917,12/16/2024,1:05:00,QUEENS,INSIDE,109,0,DWELLING,MULTI DWELL - APT BUILD,Y,25-44,M,WHITE HISPANIC,45-64,M,WHITE HISPANIC,1026304,225239,40.784806,-73.848139,POINT (-73.848139 40.784806)
286523177,05/07/2024,14:26:00,MANHATTAN,OUTSIDE,1,0,STREET,(null),Y,25-44,M,BLACK,<18,M,BLACK,982817,203638,40.725616,-74.005167,POINT (-74.005167 40.725616)
291823413,08/16/2024,12:12:00,BROOKLYN,OUTSIDE,79,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,1000285,187729,40.681938,-73.942185,POINT (-73.942185 40.681938)
292658436,09/02/2024,22:40:00,BRONX,OUTSIDE,44,0,STREET,(null),N,(null),(null),(null),18-24,M,BLACK HISPANIC,1007720,245554,40.840633,-73.915178,POINT (-73.915178 40.840633)
296246346,11/09/2024,19:45:00,BRONX,OUTSIDE,40,0,STREET,(null),Y,25-44,M,BLACK,<18,M,WHITE HISPANIC,1007955,233988,40.808889,-73.914367,POINT (-73.914367 40.808889)
298515632,12/26/2024,18:39:00,BRONX,INSIDE,52,0,OTHER,HOSPITAL,N,(null),(null),(null),18-24,M,BLACK HISPANIC,1017782,260028,40.880337,-73.87874,POINT (-73.87874 40.880337)
281865458,02/07/2024,19:16:00,MANHATTAN,OUTSIDE,28,0,STREET,(null),N,18-24,M,BLACK,18-24,M,BLACK,997144,230833,40.800251,-73.953426,POINT (-73.953426 40.800251)
290044412,07/12/2024,9:40:00,MANHATTAN,INSIDE,9,0,PLAYGROUND,(null),Y,45-64,M,BLACK HISPANIC,25-44,M,BLACK HISPANIC,988814,203798,40.726054,-73.983534,POINT (-73.983534 40.726054)
295230671,10/21/2024,19:40:00,STATEN ISLAND,OUTSIDE,120,0,STREET,(null),N,18-24,M,BLACK,18-24,M,BLACK HISPANIC,960331,164504,40.618172,-74.086154,POINT (-74.086154 40.618172)
287507794,05/24/2024,0:14:00,BRONX,OUTSIDE,52,0,STREET,(null),Y,18-24,M,WHITE HISPANIC,25-44,M,BLACK,1010619,252255,40.859017,-73.904672,POINT (-73.904672 40.859017)
290012969,07/13/2024,0:05:00,BROOKLYN,OUTSIDE,75,0,STREET,(null),N,45-64,M,BLACK,45-64,M,BLACK,1013510,181453,40.664676,-73.894529,POINT (-73.894529 40.664676)
297015430,11/24/2024,3:00:00,MANHATTAN,OUTSIDE,9,0,STREET,(null),N,18-24,M,BLACK,18-24,M,WHITE,989094,202787,40.723279,-73.982524,POINT (-73.982524 40.723279)
294269154,10/03/2024,0:19:00,BROOKLYN,INSIDE,75,0,COMMERCIAL,GROCERY/BODEGA,N,(null),(null),(null),<18,M,WHITE HISPANIC,1013290,182577,40.667761,-73.895318,POINT (-73.895318 40.667761)
297743560,12/09/2024,1:00:00,MANHATTAN,INSIDE,10,0,COMMERCIAL,BAR/NIGHT CLUB,N,(null),(null),(null),25-44,M,BLACK,985110,216247,40.760224,-73.996893,POINT (-73.996893 40.760224)
290844671,07/29/2024,15:35:00,BROOKLYN,OUTSIDE,71,0,COMMERCIAL,GROCERY/BODEGA,N,<18,M,BLACK,18-24,M,BLACK,997996,179389,40.659049,-73.950454,POINT (-73.950454 40.659049)
290128855,07/15/2024,18:50:00,STATEN ISLAND,OUTSIDE,121,0,STREET,(null),N,25-44,M,BLACK,25-44,M,BLACK,942001,169511,40.631844,-74.152213,POINT (-74.152213 40.631844)
293222746,09/12/2024,16:27:00,QUEENS,OUTSIDE,105,0,STREET,(null),N,<18,M,WHITE,<18,F,BLACK,1056827,180411,40.661566,-73.738405,POINT (-73.738405 40.661566)
281134487,01/25/2024,20:13:00,QUEENS,OUTSIDE,103,0,STREET,GROCERY/BODEGA,N,25-44,M,ASIAN / PACIFIC ISLANDER,45-64,M,BLACK,1040292,191255,40.691451,-73.797913,POINT (-73.797913 40.691451)
285757885,04/22/2024,23:05:00,STATEN ISLAND,OUTSIDE,120,0,STREET,(null),N,45-64,M,BLACK,25-44,M,BLACK,951625,171358,40.636955,-74.117549,POINT (-74.117549 40.636955)
297516719,12/04/2024,21:36:00,MANHATTAN,OUTSIDE,32,0,STREET,(null),N,(null),(null),(null),<18,M,BLACK,1001650,240575,40.826982,-73.937128,POINT (-73.937128 40.826982)
293544709,09/18/2024,18:00:00,QUEENS,INSIDE,115,0,DWELLING,PVT HOUSE,N,25-44,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,1017857,214486,40.755328,-73.878695,POINT (-73.878695 40.755328)
294515222,10/08/2024,1:14:00,BROOKLYN,OUTSIDE,69,0,COMMERCIAL,FAST FOOD,N,(null),(null),(null),18-24,M,BLACK,1015077,169958,40.633119,-73.888933,POINT (-73.888933 40.633119)
289374958,07/01/2024,1:50:00,MANHATTAN,OUTSIDE,6,0,STREET,(null),N,(null),(null),(null),18-24,M,BLACK,984590,206429,40.733278,-73.998771,POINT (-73.998771 40.733278)
293089095,09/10/2024,18:50:00,MANHATTAN,OUTSIDE,18,0,STREET,(null),N,18-24,M,BLACK,<18,M,WHITE HISPANIC,986651,218100,40.76531,-73.991332,POINT (-73.991332 40.76531)
286341306,05/03/2024,16:00:00,BRONX,OUTSIDE,46,0,STREET,(null),N,25-44,M,WHITE HISPANIC,25-44,M,BLACK HISPANIC,1011851,253012,40.861094,-73.900215,POINT (-73.900215 40.861094)
294062784,09/29/2024,23:30:00,QUEENS,OUTSIDE,108,0,STREET,(null),N,25-44,M,BLACK,25-44,M,BLACK,995649,209676,40.742181,-73.958864,POINT (-73.958864 40.742181)
298609064,12/28/2024,15:30:00,BROOKLYN,OUTSIDE,73,0,STREET,(null),N,(null),(null),(null),18-24,M,BLACK,1007941,179784,40.66012,-73.91461,POINT (-73.91461 40.66012)
286397104,05/04/2024,1:25:00,QUEENS,OUTSIDE,102,0,COMMERCIAL,BAR/NIGHT CLUB,Y,18-24,M,BLACK,25-44,M,BLACK,1029424,191245,40.691487,-73.837101,POINT (-73.837101 40.691487)
283767689,03/14/2024,17:37:00,QUEENS,OUTSIDE,105,0,STREET,(null),N,18-24,M,BLACK,18-24,F,BLACK,1052434,199457,40.713877,-73.754046,POINT (-73.754046 40.713877)
279799858,01/01/2024,14:57:00,BRONX,OUTSIDE,52,0,STREET,(null),N,25-44,M,BLACK HISPANIC,18-24,M,WHITE HISPANIC,1014086,254305,40.864633,-73.892131,POINT (-73.892131 40.864633)
285261867,04/13/2024,3:23:00,BROOKLYN,OUTSIDE,81,0,STREET,(null),N,25-44,M,BLACK,65+,M,BLACK,1001301,191707,40.692852,-73.938509,POINT (-73.938509 40.692852)
289681351,07/07/2024,4:09:00,BRONX,OUTSIDE,52,0,STREET,(null),N,18-24,M,WHITE HISPANIC,25-44,M,BLACK,1013114,255491,40.867894,-73.895638,POINT (-73.895638 40.867894)
284257899,03/22/2024,14:40:00,QUEENS,INSIDE,103,0,DWELLING,PVT HOUSE,Y,25-44,M,BLACK,25-44,F,BLACK,1039200,189532,40.686728,-73.801863,POINT (-73.801863 40.686728)
290386894,07/19/2024,22:35:00,BRONX,INSIDE,40,0,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),25-44,F,BLACK HISPANIC,1006693,238644,40.82167,-73.918909,POINT (-73.918909 40.82167)
293335060,09/13/2024,21:55:00,BRONX,OUTSIDE,46,0,STREET,(null),Y,(null),(null),(null),18-24,M,BLACK,1011043,248623,40.849047,-73.903155,POINT (-73.903155 40.849047)
292606498,09/01/2024,8:11:00,BROOKLYN,OUTSIDE,77,0,STREET,(null),Y,(null),(null),(null),25-44,M,BLACK,1002251,183677,40.67081,-73.935107,POINT (-73.935107 40.67081)
290768677,07/27/2024,22:50:00,BROOKLYN,OUTSIDE,77,0,STREET,(null),N,(null),(null),(null),18-24,F,BLACK,1004602,184162,40.672136,-73.926629,POINT (-73.926629 40.672136)
285709467,04/21/2024,23:31:00,BRONX,OUTSIDE,42,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,1011032,243675,40.835469,-73.903213,POINT (-73.903213 40.835469)
291353930,08/07/2024,20:01:00,BRONX,OUTSIDE,52,0,STREET,(null),N,<18,M,WHITE HISPANIC,25-44,M,BLACK HISPANIC,1012217,253976,40.863736,-73.898887,POINT (-73.898887 40.863736)
288294534,06/10/2024,20:40:00,BRONX,OUTSIDE,48,0,STREET,(null),N,(null),(null),(null),18-24,M,BLACK,1013658,249909,40.852571,-73.893695,POINT (-73.893695 40.852571)
289263541,06/28/2024,4:56:00,BRONX,OUTSIDE,45,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),18-24,F,BLACK HISPANIC,1033514,237760,40.819136,-73.822011,POINT (-73.822011 40.819136)
295548026,10/27/2024,19:14:00,BROOKLYN,INSIDE,77,2,HOUSING,PVT HOUSE,Y,(null),(null),(null),<18,M,BLACK,1001278,185054,40.674592,-73.938612,POINT (-73.938612 40.674592)
291658811,08/13/2024,20:54:00,BRONX,OUTSIDE,40,0,STREET,(null),N,25-44,M,BLACK,25-44,M,BLACK,1007175,235888,40.814105,-73.91718,POINT (-73.91718 40.814105)
289173684,06/26/2024,19:48:00,MANHATTAN,OUTSIDE,7,0,HOUSING,MULTI DWELL - PUBLIC HOUS,N,18-24,M,WHITE HISPANIC,18-24,M,BLACK,989183,201182,40.718875,-73.982204,POINT (-73.982204 40.718875)
291219759,08/05/2024,22:40:00,QUEENS,INSIDE,102,0,COMMERCIAL,GROCERY/BODEGA,N,25-44,M,BLACK,25-44,M,BLACK,1031261,194391,40.700111,-73.830455,POINT (-73.830455 40.700111)
292970273,09/08/2024,21:26:00,BROOKLYN,OUTSIDE,73,0,HOUSING,MULTI DWELL - PUBLIC HOUS,N,45-64,M,BLACK,25-44,M,BLACK,1010787,183142,40.669321,-73.904338,POINT (-73.904338 40.669321)
290128858,07/15/2024,8:45:00,BRONX,INSIDE,46,0,COMMERCIAL,BAR/NIGHT CLUB,N,(null),(null),(null),45-64,F,BLACK HISPANIC,1011129,252655,40.860115,-73.902827,POINT (-73.902827 40.860115)
287324017,05/22/2024,20:25:00,BROOKLYN,INSIDE,79,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),25-44,M,BLACK,997241,193691,40.698304,-73.953147,POINT (-73.953147 40.698304)
280245040,01/09/2024,17:21:00,BRONX,OUTSIDE,42,0,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),18-24,M,BLACK,1010069,244367,40.837369,-73.906691,POINT (-73.906691 40.837369)
295091299,10/18/2024,14:56:00,BROOKLYN,OUTSIDE,73,0,STREET,MULTI DWELL - APT BUILD,N,(null),(null),(null),18-24,M,BLACK,1008676,178766,40.657315,-73.911963,POINT (-73.911963 40.657315)
287141364,05/19/2024,21:55:00,BROOKLYN,OUTSIDE,69,0,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),18-24,M,BLACK,1013308,176001,40.649714,-73.89528,POINT (-73.89528 40.649714)
282117921,02/12/2024,16:32:00,BRONX,INSIDE,44,1,TRANSIT,(null),N,<18,M,BLACK,25-44,M,BLACK,1007839,246906,40.844344,-73.914743,POINT (-73.914743 40.844344)
298569109,12/27/2024,20:40:00,BROOKLYN,OUTSIDE,61,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),18-24,M,BLACK,1001807,156562,40.596395,-73.93678,POINT (-73.93678 40.596395)
283147870,03/03/2024,22:37:00,MANHATTAN,OUTSIDE,32,2,HOUSING,MULTI DWELL - PUBLIC HOUS,Y,18-24,M,BLACK,25-44,M,WHITE HISPANIC,1001767,241659,40.829956,-73.936699,POINT (-73.936699 40.829956)
287052527,05/17/2024,2:00:00,BRONX,INSIDE,42,0,COMMERCIAL,(null),N,(null),(null),(null),18-24,M,BLACK,1011032,243675,40.835469,-73.903213,POINT (-73.903213 40.835469)
285094095,04/10/2024,3:20:00,MANHATTAN,INSIDE,23,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,45-64,M,WHITE HISPANIC,18-24,M,BLACK HISPANIC,1000654,228899,40.794936,-73.940753,POINT (-73.940753 40.794936)
283416447,03/08/2024,0:18:00,MANHATTAN,INSIDE,14,0,COMMERCIAL,SOCIAL CLUB/POLICY LOCATI,N,18-24,M,BLACK,25-44,M,BLACK,986631,214350,40.755018,-73.991405,POINT (-73.991405 40.755018)
290772745,07/27/2024,21:20:00,BRONX,OUTSIDE,42,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,18-24,M,WHITE HISPANIC,25-44,F,BLACK,1010883,244201,40.836912,-73.903749,POINT (-73.903749 40.836912)
294761908,10/12/2024,1:55:00,MANHATTAN,INSIDE,32,0,COMMERCIAL,(null),N,(null),(null),(null),25-44,M,BLACK,999439,236537,40.815904,-73.945123,POINT (-73.945123 40.815904)
296248355,11/09/2024,11:44:00,MANHATTAN,OUTSIDE,30,0,STREET,(null),N,45-64,M,BLACK,45-64,M,BLACK,998221,239909,40.82516,-73.949519,POINT (-73.949519 40.82516)
287141672,05/19/2024,20:10:00,BROOKLYN,OUTSIDE,88,0,STREET,(null),N,45-64,M,BLACK,25-44,M,BLACK,991391,192835,40.695961,-73.974248,POINT (-73.974248 40.695961)
293476198,09/17/2024,16:50:00,QUEENS,OUTSIDE,113,0,STREET,(null),N,(null),(null),(null),65+,M,BLACK,1050329,186834,40.679246,-73.76176,POINT (-73.76176 40.679246)
284274405,03/24/2024,19:20:00,MANHATTAN,OUTSIDE,25,0,STREET,(null),Y,18-24,M,BLACK HISPANIC,18-24,F,BLACK,1001963,233039,40.806296,-73.936017,POINT (-73.936017 40.806296)
295865248,11/02/2024,12:06:00,BRONX,OUTSIDE,42,0,STREET,(null),N,18-24,M,BLACK,25-44,M,BLACK,1008437,239678,40.824504,-73.912606,POINT (-73.912606 40.824504)
289679504,07/06/2024,22:00:00,QUEENS,OUTSIDE,101,0,STREET,(null),N,45-64,M,BLACK,25-44,M,BLACK,1049528,157677,40.599224,-73.764932,POINT (-73.764932 40.599224)
288795045,06/19/2024,11:52:00,BRONX,OUTSIDE,48,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,1013179,251338,40.856494,-73.895422,POINT (-73.895422 40.856494)
284703845,04/02/2024,21:42:00,MANHATTAN,OUTSIDE,10,0,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),25-44,M,BLACK HISPANIC,982992,210566,40.744633,-74.004538,POINT (-74.004538 40.744633)
294984848,10/16/2024,20:30:00,BRONX,INSIDE,40,2,HOUSING,MULTI DWELL - PUBLIC HOUS,Y,18-24,M,WHITE HISPANIC,25-44,M,BLACK,1009894,236851,40.81674,-73.907353,POINT (-73.907353 40.81674)
287206956,05/21/2024,4:12:00,BROOKLYN,OUTSIDE,75,0,STREET,(null),N,(null),(null),(null),18-24,M,BLACK,1012157,182936,40.668752,-73.899402,POINT (-73.899402 40.668752)
298301433,12/20/2024,19:40:00,MANHATTAN,OUTSIDE,34,0,STREET,(null),N,18-24,M,WHITE HISPANIC,<18,M,BLACK HISPANIC,1004175,253200,40.861639,-73.927966,POINT (-73.927966 40.861639)
287857963,06/02/2024,3:29:00,QUEENS,OUTSIDE,100,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),18-24,M,BLACK,1037496,154255,40.589911,-73.808286,POINT (-73.808286 40.589911)
282117921,02/12/2024,16:32:00,BRONX,INSIDE,44,1,TRANSIT,(null),N,<18,M,BLACK HISPANIC,<18,F,WHITE HISPANIC,1007839,246906,40.844344,-73.914743,POINT (-73.914743 40.844344)
296710725,11/18/2024,19:32:00,BRONX,OUTSIDE,46,0,DWELLING,MULTI DWELL - APT BUILD,N,(null),(null),(null),18-24,M,BLACK,1006825,250650,40.854625,-73.918393,POINT (-73.918393 40.854625)
296516805,11/14/2024,12:24:00,BROOKLYN,OUTSIDE,60,0,STREET,(null),N,18-24,M,BLACK,25-44,M,BLACK,984503,148779,40.575042,-73.999086,POINT (-73.999086 40.575042)
289349080,06/29/2024,4:20:00,BRONX,OUTSIDE,44,0,STREET,(null),N,(null),(null),(null),18-24,M,BLACK HISPANIC,1005914,245564,40.840667,-73.921704,POINT (-73.921704 40.840667)
290838570,07/29/2024,3:20:00,MANHATTAN,OUTSIDE,25,0,STREET,(null),Y,(null),(null),(null),25-44,F,BLACK HISPANIC,1003638,226954,40.789593,-73.929984,POINT (-73.929984 40.789593)
287542647,05/27/2024,22:45:00,BRONX,OUTSIDE,47,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,1030896,263028,40.888503,-73.831295,POINT (-73.831295 40.888503)
297327665,12/01/2024,18:10:00,BRONX,OUTSIDE,50,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK HISPANIC,1009588,258326,40.875683,-73.908378,POINT (-73.908378 40.875683)
286589894,05/08/2024,18:20:00,BRONX,OUTSIDE,48,0,STREET,(null),Y,25-44,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,1016118,250525,40.854253,-73.8848,POINT (-73.8848 40.854253)
287507792,05/26/2024,18:45:00,QUEENS,OUTSIDE,106,0,STREET,(null),N,(null),(null),(null),18-24,M,BLACK HISPANIC,1024227,181473,40.664688,-73.855901,POINT (-73.855901 40.664688)
293089093,09/10/2024,19:54:00,MANHATTAN,OUTSIDE,20,0,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),18-24,M,BLACK,987917,221312,40.774128,-73.986758,POINT (-73.986758 40.774128)
282291421,02/14/2024,19:57:00,BRONX,INSIDE,46,0,DWELLING,MULTI DWELL - APT BUILD,N,<18,M,BLACK HISPANIC,<18,M,BLACK HISPANIC,1010817,251321,40.856454,-73.90396,POINT (-73.90396 40.856454)
294249516,10/02/2024,0:00:00,MANHATTAN,OUTSIDE,33,0,STREET,(null),Y,<18,M,BLACK,25-44,M,WHITE HISPANIC,1000731,243512,40.835045,-73.94044,POINT (-73.94044 40.835045)
296248354,11/09/2024,12:00:00,BRONX,OUTSIDE,42,0,STREET,(null),N,(null),(null),(null),25-44,M,WHITE HISPANIC,1013027,245098,40.839368,-73.895999,POINT (-73.895999 40.839368)
281321670,01/29/2024,19:22:00,BROOKLYN,OUTSIDE,75,0,STREET,(null),N,(null),(null),(null),18-24,M,WHITE HISPANIC,1013437,179685,40.659825,-73.8948,POINT (-73.8948 40.659825)
286513376,05/07/2024,21:14:00,BRONX,OUTSIDE,44,0,STREET,(null),N,(null),(null),(null),18-24,F,BLACK,1006671,241120,40.828466,-73.918981,POINT (-73.918981 40.828466)
295101103,10/18/2024,19:38:00,BROOKLYN,OUTSIDE,83,0,STREET,MULTI DWELL - APT BUILD,N,(null),(null),(null),<18,M,BLACK,1010479,190365,40.689148,-73.905418,POINT (-73.905418 40.689148)
284274405,03/24/2024,19:20:00,MANHATTAN,OUTSIDE,25,0,STREET,(null),Y,18-24,M,BLACK,25-44,M,WHITE HISPANIC,1001963,233039,40.806296,-73.936017,POINT (-73.936017 40.806296)
289703525,07/07/2024,23:30:00,BROOKLYN,OUTSIDE,94,0,STREET,(null),N,(null),(null),(null),18-24,M,WHITE HISPANIC,1002791,203532,40.725307,-73.933107,POINT (-73.933107 40.725307)
288617787,06/16/2024,23:35:00,MANHATTAN,OUTSIDE,34,0,STREET,(null),Y,<18,M,BLACK,25-44,M,WHITE HISPANIC,1006604,254113,40.864128,-73.919179,POINT (-73.919179 40.864128)
284444370,03/27/2024,3:30:00,BROOKLYN,OUTSIDE,75,0,STREET,(null),N,(null),(null),(null),25-44,M,WHITE HISPANIC,1013865,181817,40.665674,-73.893249,POINT (-73.893249 40.665674)
296643609,11/15/2024,10:05:00,MANHATTAN,INSIDE,24,0,DWELLING,MULTI DWELL - APT BUILD,Y,(null),(null),(null),45-64,M,WHITE HISPANIC,993634,227920,40.792261,-73.966108,POINT (-73.966108 40.792261)
293833178,09/24/2024,21:39:00,BROOKLYN,OUTSIDE,77,0,PLAYGROUND,(null),N,(null),(null),(null),25-44,M,BLACK,999644,185003,40.674456,-73.944503,POINT (-73.944503 40.674456)
292648950,09/02/2024,14:30:00,BROOKLYN,OUTSIDE,77,0,STREET,(null),N,(null),(null),(null),45-64,M,BLACK,995441,183745,40.671008,-73.959655,POINT (-73.959655 40.671008)
280879491,01/21/2024,6:08:00,BRONX,INSIDE,47,0,STREET,(null),N,(null),(null),(null),18-24,M,BLACK,1023421,264176,40.891691,-73.858323,POINT (-73.858323 40.891691)
291785987,08/15/2024,1:12:00,BRONX,OUTSIDE,44,0,STREET,(null),Y,25-44,M,BLACK,25-44,M,BLACK,1007972,244066,40.83655,-73.914272,POINT (-73.914272 40.83655)
292877689,09/06/2024,15:58:00,BRONX,OUTSIDE,44,0,STREET,(null),N,<18,M,BLACK,25-44,M,WHITE HISPANIC,1004315,243965,40.83628,-73.927488,POINT (-73.927488 40.83628)
298609065,12/25/2024,1:18:00,BRONX,INSIDE,44,0,DWELLING,MULTI DWELL - APT BUILD,N,45-64,M,WHITE HISPANIC,25-44,M,BLACK HISPANIC,1006693,240835,40.827694,-73.918903,POINT (-73.918903 40.827694)
293423460,09/17/2024,4:10:00,MANHATTAN,OUTSIDE,14,0,STREET,(null),N,18-24,M,WHITE HISPANIC,25-44,M,BLACK,987472,214939,40.756635,-73.98837,POINT (-73.98837 40.756635)
295171617,10/19/2024,17:18:00,BRONX,OUTSIDE,40,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,1006762,236697,40.816328,-73.918668,POINT (-73.918668 40.816328)
297201104,11/27/2024,14:42:00,BRONX,OUTSIDE,44,0,STREET,(null),Y,<18,M,WHITE HISPANIC,25-44,M,BLACK,1007072,239961,40.825285,-73.917538,POINT (-73.917538 40.825285)
298079917,12/16/2024,1:05:00,QUEENS,INSIDE,109,0,DWELLING,MULTI DWELL - APT BUILD,N,25-44,M,WHITE HISPANIC,25-44,F,WHITE HISPANIC,1026304,225239,40.784806,-73.848139,POINT (-73.848139 40.784806)
297015429,11/24/2024,3:04:00,QUEENS,INSIDE,101,0,(null),BAR/NIGHT CLUB,Y,(null),(null),(null),25-44,M,BLACK,1052809,159159,40.603267,-73.753103,POINT (-73.753103 40.603267)
288732339,06/18/2024,20:45:00,BRONX,OUTSIDE,42,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,1010967,238733,40.821903,-73.903466,POINT (-73.903466 40.821903)
293353850,09/15/2024,23:30:00,BROOKLYN,OUTSIDE,61,0,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),25-44,M,BLACK,1000878,155643,40.593865,-73.940126,POINT (-73.940126 40.593865)
289679503,07/06/2024,21:46:00,BRONX,INSIDE,49,0,COMMERCIAL,RESTAURANT/DINER,N,18-24,M,WHITE HISPANIC,<18,M,BLACK,1020929,254200,40.864321,-73.867391,POINT (-73.867391 40.864321)
284213335,03/23/2024,0:28:00,BRONX,OUTSIDE,43,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,1020324,240687,40.827234,-73.869649,POINT (-73.869649 40.827234)
297623042,12/06/2024,13:06:00,MANHATTAN,OUTSIDE,1,0,STREET,(null),N,25-44,M,BLACK,18-24,M,BLACK HISPANIC,983437,201643,40.72014,-74.00293,POINT (-74.00293 40.72014)
283691722,03/13/2024,16:30:00,BRONX,OUTSIDE,44,0,STREET,(null),N,25-44,M,BLACK,25-44,M,BLACK HISPANIC,1007715,241546,40.829632,-73.915209,POINT (-73.915209 40.829632)
295480503,10/25/2024,20:40:00,BROOKLYN,INSIDE,67,2,HOUSING,MULTI DWELL - PUBLIC HOUS,Y,(null),(null),(null),<18,M,BLACK,1007040,179658,40.659768,-73.917856,POINT (-73.917856 40.659768)
280638541,01/16/2024,15:00:00,BROOKLYN,INSIDE,73,0,DWELLING,MULTI DWELL - APT BUILD,N,25-44,M,BLACK,UNKNOWN,M,WHITE,1007743,184918,40.674205,-73.915304,POINT (-73.915304 40.674205)
297571891,12/05/2024,0:11:00,BRONX,INSIDE,50,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,25-44,M,BLACK HISPANIC,25-44,F,WHITE HISPANIC,1009550,258672,40.876635,-73.908512,POINT (-73.908512 40.876635)
298628071,12/29/2024,17:24:00,MANHATTAN,OUTSIDE,23,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,999007,229814,40.79745,-73.946702,POINT (-73.946702 40.79745)
283711013,03/13/2024,9:07:00,BROOKLYN,OUTSIDE,73,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),25-44,M,BLACK,1008769,177614,40.654153,-73.911632,POINT (-73.911632 40.654153)
296455537,11/13/2024,22:20:00,BRONX,OUTSIDE,46,0,STREET,(null),N,25-44,M,WHITE HISPANIC,25-44,M,BLACK,1005905,248763,40.849448,-73.921727,POINT (-73.921727 40.849448)
